"id" "meta" "author" "typestudy" "doi" "year" "journal" "h" "IF" "h5" "typepaper" "typecat" "no" "dv" "nc" "nt" "n" "effest" "efftype" "z" "comm1" "ncnew" "ntnew" "nnew" "mc.1" "mt.1" "sdc.1" "sdt.1" "mc.2" "mt.2" "sdc.2" "sdt.2" "mc.3" "mt.3" "sdc.3" "sdt.3" "mc.4" "mt.4" "sdc.4" "sdt.4" "mc.5" "mt.5" "sdc.5" "sdt.5" "mc.6" "mt.6" "sdc.6" "sdt.6" "mc.7" "mt.7" "sdc.7" "sdt.7" "mc.8" "mt.8" "sdc.8" "sdt.8" "mc.9" "mt.9" "sdc.9" "sdt.9" "mc.10" "mt.10" "sdc.10" "sdt.10" "mc.11" "mt.11" "sdc.11" "sdt.11" "mc.12" "mt.12" "sdc.12" "sdt.12" "mc.13" "mt.13" "sdc.13" "sdt.13" "mc.14" "mt.14" "sdc.14" "sdt.14" "teststat.1" "teststat.2" "teststat.3" "teststat.4" "teststat.5" "cor.1" "cor.2" "cor.3" "cor.4" "cor.5" "cor.6" "cor.7" "cor.8" "cor.9" "cor.10" "cor.11" "cor.12" "cor.13" "cor.14" "int.cor" "rxx.1" "ryy.1" "rxx.2" "ryy.2" "or.a.1" "or.b.1" "or.c.1" "or.d.1" "or.a.2" "or.b.2" "or.c.2" "or.d.2" "or.a.3" "or.b.3" "or.c.3" "or.d.3" "or.a.4" "or.b.4" "or.c.4" "or.d.4" "input" "output" "effestnew" "znew" "disc.eff" "disccat.eff" "disc.z" "disccat.z" "info" "disc.n" "macomm" "comm2" "effest.exp" "effestnew.exp"
406 "Tillman" "Conway" "r" "10.1016/S0160-2896(01)00096-4" 2002 "Intelligence" 67 3.118 36 "article" 0 "0" "Correlation complex span (reading, counting, operation) vs simple span task word span." "NA" "NA" 120 0.43 "r" NA "Table 2. Correlation STMu with OSPAN (r = .52), RSPAN (r = .5) and CSPAN (r = .28). Mean is total effect." "NA" "NA" 120 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.52 0.5 0.28 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.433333333333333 NA -0.00333333333333335 0 NA NA 3 0 NA "Not evident whether fixed or unlimited pool STM should be used." 0.43 0.433333333333333
407 "Tillman" "Dougherty" "o" "10.3758/BF03196449" 2003 "Memory & Cognition" 96 2.039 33 "article" 0 "1" "Correlation complex span (operation) vs simple span task word span." "NA" "NA" 64 0.56 "r" NA "Table 3. WM spam vs STM span." "NA" "NA" 64 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.556 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.556 NA 0.004 0 NA NA 0 0 NA NA 0.56 0.556
408 "Tillman" "Engle" "r" "10.1037/0096-3445.128.3.309" 1999 "Journal of Experimental Psychology: General" 121 4.07 48 "article" 0 "0" "Correlation complex span (reading, counting, operation) vs simple span task word span." "NA" "NA" 133 0.34 "r" NA "Table 2. Correlation FSPAND with OSPAN (r = .37), RSPAN (r = .35) and CSPAN (r = .31). Mean is total effect." "NA" "NA" 133 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.37 0.35 0.31 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.343333333333333 NA -0.0033333333333333 0 NA NA 0 0 NA "\"Further, word span tasks using rhyming words were excluded from the meta-analysis\", which is why FSPAND was used." 0.34 0.343333333333333
409 "Tillman" "Friedman" "o" "10.1016/j.jml.2004.03.008" 2004 "Journal of Memory and Language" 109 5.218 38 "article" 0 "0" "Correlation complex span (reading) vs simple span task word span. Condition 1: experimenter administered." "NA" "NA" 84 0.55 "r" NA "Table 2. Reading span recall vs word span recall. Experimenter-administered." "NA" "NA" 84 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.55 NA 0 0 NA NA 0 0 NA NA 0.55 0.55
410 "Tillman" "Gathercole 2000" "r" "10.1037/0022-0663.92.2.377" 2000 "Journal of Educational Psychology
" 142 3.256 54 "article" 0 "0" "Correlation complex span (counting, listening) vs simple span task word span." "NA" "NA" 87 0.25 "r" NA "Table 2. Upper triangle. Correlation serial recall, words with counting recall (r = .23) amd listening recall (r = .18). Mean is total effect." "NA" "NA" 87 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.23 0.18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.205 NA 0.045 1 NA NA 1 0 NA "\"age-partialed correlations were preferred\" (MA, p. 1018)" 0.25 0.205
411 "Tillman" "Gathercole 2004" "r" "10.1037/0012-1649.40.2.177" 2004 "Developmental Psychology" 159 3.116 62 "article" 0 "0" "Correlation complex span (counting, listening) vs simple span task word span. 6-7 yrs sample" "NA" "NA" 184 0.24 "r" NA "Table 4. Word recall and listening recall 6-7 years. Counting correlation not printed in primary paper, but stated in MA." "NA" "NA" 184 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "r" 0.24 NA 0 0 NA NA 2 0 NA "The primary article does not report the correlation with the final variable (counting recall), correlation table cut off?. Either MA has taken the correlation with only listening recall despite what they report, or the correlation is the exact same for both variables." 0.24 0.24
412 "Tillman" "Gathercole 2004" "r" "10.1037/0012-1649.40.2.177" 2004 "Developmental Psychology" 159 3.116 62 "article" 0 "0" "Correlation complex span (counting, listening) vs simple span task word span. 8-9 yrs sample." "NA" "NA" 154 0.39 "r" NA "Table 4. Word recall and listening recall 8-9 years. Counting correlation not printed in primary paper, but stated in MA." "NA" "NA" 154 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "r" 0.39 NA 0 0 NA NA 2 0 NA "The primary article does not report the correlation with the final variable (counting recall), correlation table cut off?. Either MA has taken the correlation with only listening recall despite what they report, or the correlation is the exact same for both variables." 0.39 0.39
413 "Tillman" "Haarmann" "r" "10.1016/S0749-596X(02)00506-5" 2003 "Journal of Memory and Language" 109 5.218 38 "article" 0 "1" "Correlation complex span (reading) vs simple span task word span." "NA" "NA" 66 0.38 "r" NA "Table 2. Reading span and word span." "NA" "NA" 66 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.38 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.38 NA 0 0 NA NA 0 0 NA NA 0.38 0.38
414 "Tillman" "Haarmann" "o" "10.1016/S0749-596X(02)00506-5" 2003 "Journal of Memory and Language" 109 5.218 38 "article" 0 "2" "Correlation complex span (reading) vs simple span task word span." "NA" "NA" 60 0.56 "r" NA "Table 4. Word span and reading span." "NA" "NA" 60 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.56 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.56 NA 0 0 NA NA 0 0 NA NA 0.56 0.56
415 "Tillman" "Handley" "r" "10.1348/000712602761381376" 2002 "British Journal of Psychology" 65 2.243 31 "article" 0 "0" "Correlation complex span (reading) vs simple span task word span." "NA" "NA" 70 0.42 "r" NA "Table 2. Reading span and word span." "NA" "NA" 70 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.42 NA 0 0 NA NA 0 0 NA NA 0.42 0.42
416 "Tillman" "Jarvis" "o" NA 2003 "Educational and Child Psychology" 5 NA NA "article" 0 "0" "Correlation complex span (listening) vs simple span task word span. 11 yr olds. Key stage 2." "NA" "NA" 55 0.64 "r" NA "Table 2. Upper triangle (age 11)." "NA" "NA" 55 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.64 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.64 NA 0 0 NA NA 0 0 NA NA 0.64 0.64
417 "Tillman" "Kane" "o" "10.1037/0096-3445.133.2.189" 2004 "Journal of Experimental Psychology: General" 121 4.07 48 "article" 0 "0" "Correlation complex span (operation, counting, reading) vs simple span task word span." "NA" "NA" 250 0.51 "r" NA "Table 2. Correlation WordSpan with OpenSpan (r = .62), ReadSpan ( r = .55) and CouSpan (r = .36). Mean is total effect." "NA" "NA" 250 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.62 0.55 0.36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.51 NA 0 0 NA NA 0 0 NA NA 0.51 0.51
418 "Tillman" "Leather" "r" "10.1006/jecp.1994.1027" 1994 "Journal of Experimental Child Psychology" 88 2.333 46 "article" 0 "0" "Correlation complex span (counting, listening) vs simple span task word span. Control word span." "NA" "NA" 71 0.27 "r" NA "Table 2. Correlation control word span with counting span (r = .2) and listening span (r = .34). Mean is total effect." "NA" "NA" 71 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.2 0.34 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.27 NA 0 0 NA NA 0 0 NA NA 0.27 0.27
419 "Tillman" "Passolunghi" "r" "10.1080/87565640801982320" 2008 "Developmental Neuropsychology" 77 1.947 27 "article" 0 "0" "Correlation complex span (listening) vs simple span task word span." "NA" "NA" 72 0.18 "r" NA "Table 2. Lower triangle. Word FS with listening span." "NA" "NA" 72 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.18 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.18 NA 0 0 NA NA 0 0 NA NA 0.18 0.18
420 "Tillman" "Radvansky" "o" "10.2307/4149022" 2004 "American Journal of Psychology" 35 0.761 14 "article" 0 "0" "Correlation complex span (reading, operation) vs simple span task word span." "NA" "NA" 160 0.54 "r" NA "Table 2. Correlation word span with reading span (r  = .59) and operation span  (r = .49). Mean is total effect." "NA" "NA" 159 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.59 0.49 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "r" "r" 0.54 NA 0 0 NA NA 0 1 "Reported N in MA too large" NA 0.54 0.54
421 "Toosi" "Apfelbaum" "o" "10.1037/a0011990" 2008 "Journal of Personality and Social Psychology" 271 4.736 81 "article" 0 "1" "Black (c) vs White (t) on nonverbal behavior, judged by white participants." "NA" "NA" 101 0.26 "r" NA "In-text, p. 922. Under header ' nonverbal friendliness'.  \"Black (M = 6.17, SD = 1.41) versus White (M = 6.85, SD = 1.19) confederates,\"" "50.5" "50.5" 101 6.17 6.85 1.41 1.19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" 0.252184165177136 NA 0.00781583482286402 0 NA NA 0 0 NA NA 0.26 0.252184165177136
422 "Toosi" "Avery" "r" "10.1037/a0016208" 2009 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "1" "Black (c) vs White (t) on nonverbal behavior, judged by white participants." "NA" "NA" 46 0.19 "r" NA "In-text, p. 1386. Anxiety during interaction, black vs. White partner. Two effects; effect of partner for unscripted condition (t(14) = 2.15) = z = 0.565651914915858 with N = 8 in each group, since t-test indicates N =16 by df. Next, scripted conditions (nonsignificant -> 0). Mean of both effects is total effect." "8" "8" 16 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2.15 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "t" "r" 0.249109031224298 NA -0.0591090312242982 1 NA NA 1 30 NA "We recalculated from the t-value given in the text with the formula from Rosenthal. We calculated the t-test with N = 16" 0.19 0.249109031224298
423 "Toosi" "Avery" "r" "10.1037/a0016208" 2009 "Journal of Applied Psychology" 195 3.81 69 "article" 0 "2" "Black (c) vs White (t) on nonverbal behavior, judged by white and black participants." "NA" "NA" 56 0.12 "r" NA "In-text, p. 1388. Two effects (\"no differences in discomfort between same-race and black-white partners in scripted roles\") and (t(17) = 3.31) = z = 0.753998414903508 with N = 9.5  in each group, since t-test indicates N=19 by df. Mean of both effects (0 and t = 3.31) is total effect." "9.5" "9.5" 19 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 3.31 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "t" "r" 0.313011075995794 NA -0.193011075995794 3 NA NA 1 37 "Reported N in MA too small" "We recalculated from the t-value given in the text with the formula from Rosenthal. We calculated the t-test with N = 19" 0.12 0.313011075995794
424 "Toosi" "Babbit" "r" "10.1177/0146167211410070" 2011 "Personality and Social Psychology Bulletin" 271 2.56 51 "article" 0 "1" "Interracial dyads (c) vs. All White dyads (t) on synchronization" "NA" "NA" 176 0.02 "r" NA "There are 53 interracial (c) and 33 all white (t) dyads, making a total of 86 dyads and 172 participants. It is unclear on which task (1, 2, or 3) they are compared, as well as which conditions are compared (control, social, or task). The estimate of task 2, task focus of table 1 is the closest effect, so that one is chosen." "53" "33" 172 4.04 4 1.16 0.98 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" -0.0177625046670941 NA 0.0377625046670941 1 NA NA 3 4 "Reported N in MA too large" "\"Total N: total number of participants\" in MA. There are 86 dyads, so 172 respondents." 0.02 -0.0177625046670941
425 "Toosi" "Colliver" "r" "10.1023/A:1009864529376" 2001 "Advances in Health Sciences Education" 42 2.462 33 "article" 0 "1" "White SP (c) vs. Black SP (t) on interpersonal and communication, for black examinees only." "NA" "NA" 114 0.05 "r" NA "1995 cases: 50 black students, 1996 cases: 64 black students. 1995 case 2 (z = -0.341517675887433), case 5 (z = 0.148660918688818), case 7 (z = -0.336963159095914), case 3/4/1/6 (z = 0.3350604099474). 1996 case 2 (z = -0.135882968643055), case 5 (z = 0.314596523281599), case 7 (z = 0.314596523281599), case 3/4/1/6 (z = 0.341359323563611)." "50" "64" 114 90.73 79.84 10.79 12.99 84.88 94.26 13.48 4.5 87 93.04 14 8.99 94.53 94.02 5.67 8.35 89.94 81.41 10.49 16.77 84 79.34 11.84 19.05 86.54 88.76 7.55 9.38 86.63 89.62 9.47 9.82 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" -0.0140373878794317 NA 0.0640373878794317 1 NA NA 3 0 NA "The authors did not state which case should be compared, so we took them all." 0.05 -0.0140373878794317
426 "Toosi" "Dovidio" "r" "10.1006/jesp.1997.1331" 1997 "Journal of Experimental Social Psychology" 95 2.5 50 "article" 0 "3" "Black interviewer (c) vs. White interviewer (t) on looking and blinking for low and high prejudice groups." "NA" "NA" 33 0.16 "r" NA "In-text, p. 531. T-tests, average of low and high prejudice-scoring participants on blinking (t(13)  = -0.4, t(18) = 1.65, and looking (t (16) = -1.07 and t(15) = 2.42. The two looking effects inversed to be in the right direction and mean of both effects then total effect (more looking = less racist, while more blinking = more racist). Effects respectively are z = 0.0717804642321967, z = 0.292174030874537, z = -0.191013985309303, z = -0.422006959326127. This effect was recalculated by hand because the sample sizes differ per effect (n = 15, 20, 18 and 17 respectively). Final calculations done with these sample sizes. Code can be found in the primary study codebook." "16.5" "16.5" 33 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0.4 1.65 1.07 2.42 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "manually" "r" 0.315260552749511 NA -0.155260552749511 3 NA NA 1 0 NA "We recalculated from the t-value given in the text with the formula from Rosenthal. We calculated the t-test with N = df+2 for each t-test." 0.16 0.315260552749511
427 "Toosi" "Feldman" "o" "10.1037/0022-0663.70.6.979" 1978 "Journal of Educational Psychology" 142 3.256 54 "article" 0 "2" "Correlation subject prejudice (based on rating of being pleased) and race of the confederate. White participants" "NA" "NA" 20 0.49 "r" NA "In-text, p. 984. First F-value in second column. \"Results of the judges' ratings showed that the white stimulus teachers were rated as being significantly more pleased with the student when they were praising a white student than a black student, F(1, 11) = 8.29, p < .025, as predicted. The mean rating for the white stimulus teachers interacting with a white student was 4.08, while the rating for white stimulus teachers with a black confederate was 3.88.\"" "10" "10" 20 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 8.29 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "F" "r" 0.371348206668336 NA 0.118651793331664 2 NA NA 1 0 NA NA 0.49 0.371348206668336
428 "Toosi" "Feldman" "o" "10.1037/0022-0663.70.6.979" 1978 "Journal of Educational Psychology" 142 3.256 54 "article" 0 "1" "Interacting with black (c) vs. White student (t) on ratings of subject" "NA" "NA" 36 0.61 "r" NA "We're checking the effect of the teachers (who are the 36 subjects in this sample, all white) regarding the race of the students (who differ in black/white). Table 1. Race of student (B)." "18" "18" 36 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 108.23 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "F" "r" 0.484037460490902 NA 0.125962539509098 3 NA NA 1 0 NA "Fishers z = 1.318?? If F = 18.3 the estimate is much closer." 0.61 0.484037460490902
429 "Toosi" "Holloway" "r" "10.1177/1368430207084847" 2008 "Journal of Personality and Social Psychology" 42 4.736 81 "article" 0 "3a" "Latino (c) and Black (c) vs White (t) on directed gazes and positive affect." "NA" "NA" 63 -0.06 "r" NA "It's not clear whether the authors used the number of participants (126) or the number of dyads (63) as total number of participants. Since actor effects are only the effects of half the sample, and partner effects are only the effects of half the sample, it makes sense that either the actor or partner effects were chosen, to end up with N=63. We chose to only investigate the actor or the partner effect. We divided the white sample (48) by two because we compare white-black and white-latino. Then, we divded all sample sizes again by 2 because half the participants are in the actor effects, the other half in the partner effects (as far as we can see). So we compared white (12) vs black (19) and white (12) vs latino (20). Effects were found in Table  3, we chose the effects of Partner Ethnicity Effects (because it was closer to the estimate), and specifically directed gazes frequency, directed gazes duration, positve affect frequency, and positive affect duration.  Effects for these 4 outcomes, respectively and for latino-white were z = -0.294433725385632, -0.119460007593072, -0.25769869549171, -0.215135262576112,  for black-white were z = -0.0220731601846415,  0.034802811007579,  -0.134070069646265, -0.169885422266368. Mean of these is total effect." "39" "24" 63 24.92 16.43 12.5 15.7 103.55 82.26 81.6 93.3 10.08 6.39 7 6.6 36.44 18.81 44.5 28.4 17.15 16.43 16 15.7 75.79 82.26 88.8 93.3 8.59 6.39 8.7 6.6 30.89 18.81 37.7 28.4 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "smd" "r" -0.147139451231741 NA 0.0871394512317409 2 NA NA 3 0 NA NA -0.06 -0.147139451231741
430 "Toosi" "Littleford" "o" "10.1207/s15324834basp2701_9" 2005 "Basic and Applied Social Psychology" 46 1.343 17 "article" 0 "0" "Asian (c) and Black (c) vs White (t) on friendliness." "NA" "NA" 123 -0.13 "r" NA "We are looking for results of Asian - White participants, like this one: page 89: \"Specifically, observers’ ratings of friendliness depended on participants’ comfort and whether their partners were Black or White, t(112) = –3.73, p = .001, ß = –.60.\". Since there is no Asian result, we copied the effect size." "82" "41" 123 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "NA" "r" -0.13 NA 0 0 NA NA 2 0 NA NA -0.13 -0.13
